,,,3.07E-04,4.58E+00,,,,,3.07E-04,3.82E+00
,,,3.08E-04,4.73E+00,,,,,3.08E-04,4.08E+00
,,,3.09E-04,4.35E+00,,,,,3.09E-04,3.88E+00
,,,3.10E-04,4.58E+00,,,,,3.10E-04,4.14E+00
,,,3.11E-04,4.77E+00,,,,,3.11E-04,3.95E+00
,,,3.12E-04,4.63E+00,,,,,3.12E-04,3.92E+00
,,,3.13E-04,4.60E+00,,,,,3.13E-04,4.06E+00
,,,3.14E-04,4.55E+00,,,,,3.14E-04,4.04E+00
,,,3.15E-04,4.43E+00,,,,,3.15E-04,4.01E+00
,,,3.16E-04,4.41E+00,,,,,3.16E-04,4.08E+00
,,,3.17E-04,4.38E+00,,,,,3.17E-04,3.78E+00
,,,3.18E-04,4.44E+00,,,,,3.18E-04,3.94E+00
,,,3.19E-04,4.47E+00,,,,,3.19E-04,4.01E+00
,,,3.20E-04,4.46E+00,,,,,3.20E-04,4.00E+00
,,,3.21E-04,4.46E+00,,,,,3.21E-04,4.10E+00
,,,3.22E-04,4.57E+00,,,,,3.22E-04,4.10E+00
,,,3.23E-04,4.264866981,,,,,3.23E-04,4.02E+00
,,,3.24E-04,4.48E+00,,,,,3.24E-04,4.03E+00
,,,3.25E-04,4.391213417,,,,,3.25E-04,4.30E+00
,,,3.26E-04,4.279837664,,,,,3.26E-04,4.00E+00
,,,3.27E-04,4.297901506,,,,,3.27E-04,4.02E+00
,,,3.28E-04,4.554935185,,,,,3.28E-04,4.34E+00
,,,3.29E-04,4.243688769,,,,,3.29E-04,4.29E+00
,,,3.30E-04,4.428135695,,,,,3.30E-04,4.16E+00
,,,3.31E-04,4.298012869,,,,,3.31E-04,4.22E+00
,,,3.32E-04,4.283833018,,,,,3.32E-04,4.33E+00
,,,3.33E-04,4.143276456,,,,,3.33E-04,4.15E+00
,,,3.34E-04,4.05477314,,,,,3.34E-04,4.26E+00
,,,3.35E-04,4.144520022,,,,,3.35E-04,4.17E+00
,,,3.36E-04,4.228027022,,,,,3.36E-04,4.00E+00
,,,3.37E-04,4.119386629,,,,,3.37E-04,4.18E+00
,,,3.38E-04,4.141739402,,,,,3.38E-04,4.35E+00
,,,3.39E-04,4.301754489,,,,,3.39E-04,4.32E+00
,,,3.40E-04,4.273186935,,,,,3.40E-04,4.23E+00
,,,3.41E-04,4.280493989,,,,,3.41E-04,4.15E+00
,,,3.42E-04,4.313556815,,,,,3.42E-04,4.28E+00
,,,3.43E-04,4.45798844,,,,,3.43E-04,4.20E+00
,,,3.44E-04,4.217926321,,,,,3.44E-04,4.38E+00
,,,3.45E-04,4.11108371,,,,,3.45E-04,4.46E+00
,,,3.46E-04,4.337449283,,,,,3.46E-04,4.61E+00
